exercise,type,bodypart,equipment,level
Kettlebell fire feet,Plyometrics,Quadriceps,Kettlebells,Intermediate
Single Arm Overhead Kettlebell Squat,Strength,Quadriceps,Kettlebells,Intermediate
Pulsing goblet squat,Strength,Quadriceps,Kettlebells,Intermediate
Double-kettlebell alternating lunge to clean,Strength,Quadriceps,Kettlebells,Intermediate
FYR Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate
FYR Kettlebell Sumo Squat,Strength,Quadriceps,Kettlebells,Intermediate
Double-kettlebell front squat,Strength,Quadriceps,Kettlebells,Intermediate
FYR Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate
Single-arm kettlebell front squat,Strength,Quadriceps,Kettlebells,Intermediate
Kettlebell front rack lunge,Strength,Quadriceps,Kettlebells,Intermediate
HM Turkish Get-Up,Strength,Quadriceps,Kettlebells,Intermediate
HM Single-Leg Romanian Deadlift,Strength,Quadriceps,Kettlebells,Intermediate
Taylor Single-Arm Kettlebell Front Squat,Strength,Quadriceps,Kettlebells,Intermediate
Taylor Kettlebell Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate
Goblet squat-,Strength,Quadriceps,Kettlebells,Intermediate
Holman Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate
Holman Kettlebell Swing,Strength,Quadriceps,Kettlebells,Intermediate
Holman Kettlebell Swing Transfer,Strength,Quadriceps,Kettlebells,Intermediate
Dumbbell goblet squat-,Strength,Quadriceps,Kettlebells,Intermediate
Robertson Kettlebell Jump,Strength,Quadriceps,Kettlebells,Intermediate
FYR2 Alternating Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate
FYR2 Banded Double-Kettlebell Squat Pulse,Strength,Quadriceps,Kettlebells,Intermediate
FYR2 Double-Kettlebell Ballin' Lunge,Strength,Quadriceps,Kettlebells,Intermediate
FYR2 Double-Kettlebell Front Rack Lunge,Strength,Quadriceps,Kettlebells,Intermediate
FYR2 Double-Kettlebell Front Squat,Strength,Quadriceps,Kettlebells,Intermediate
FYR2 Explosive Kettlebell Jump Squat,Strength,Quadriceps,Kettlebells,Intermediate
FYR2 Kettlebell Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate
FYR2 Kettlebell Reverse Lunge Switch Grip,Strength,Quadriceps,Kettlebells,Intermediate
FYR2 Kettlebell Reverse Lunge to Kneeling Press,Strength,Quadriceps,Kettlebells,Intermediate
FYR2 Kettlebell Sumo Squat Pulse,Strength,Quadriceps,Kettlebells,Intermediate
FYR2 Reverse Lunge to Single-Leg Kettlebell Deadlift,Strength,Quadriceps,Kettlebells,Intermediate
FYR2 Kettlebell Goblet-Squat-Deadlift Complex,Strength,Quadriceps,Kettlebells,Intermediate
FYR2 Kettlebell Squat-Press-Deadlift Complex,Strength,Quadriceps,Kettlebells,Intermediate
Goblet Squats,Strength,Quadriceps,Kettlebells,Intermediate
Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell squat,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell Lunges,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate
Split Squat with Dumbbells,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell sumo squat,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell seated box jump,Plyometrics,Quadriceps,Dumbbell,Intermediate
Dumbbell step-up,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell Walking Lunge,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell Squat To A Bench,Strength,Quadriceps,Dumbbell,Beginner
Dumbbell thruster,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell front squat,Strength,Quadriceps,Dumbbell,Intermediate
Single-Arm Dumbbell Overhead Squat,Strength,Quadriceps,Dumbbell,Beginner
Dumbbell lateral hop,Plyometrics,Quadriceps,Dumbbell,Intermediate
Dumbbell lunge with biceps curl,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell Pistol Squat,Strength,Quadriceps,Dumbbell,Beginner
Dumbbell Squat Snatch,Strength,Quadriceps,Dumbbell,Beginner
Dumbbell Alternating Lunge,Strength,Quadriceps,Dumbbell,Beginner
Dumbbell jump squat,Plyometrics,Quadriceps,Dumbbell,Intermediate
Dumbbell Side Lunge,Strength,Quadriceps,Dumbbell,Beginner
Boss Everline Dumbbell Lunge Jump,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell Fix Dumbbell Split Squat,Strength,Quadriceps,Dumbbell,Intermediate
Single-leg dumbbell Romanian deadlift,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell Fix Dumbbell Alternating Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell Fix Turkish Get-Up,Strength,Quadriceps,Dumbbell,Intermediate
Seesaw lunge,Strength,Quadriceps,Dumbbell,Intermediate
FYR Dumbbell Front Squat,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell split squat,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell deadlift,Strength,Quadriceps,Dumbbell,Intermediate
Single-arm stiff-legged deadlift,Strength,Quadriceps,Dumbbell,Intermediate
HM Dumbbell Overhead Squat,Strength,Quadriceps,Dumbbell,Intermediate
HM Dumbbell Squat,Strength,Quadriceps,Dumbbell,Intermediate
UNS Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate
Single-Arm Dumbbell Snatch,Strength,Quadriceps,Dumbbell,Intermediate
KV Dumbbell Lunges,Strength,Quadriceps,Dumbbell,Intermediate
Holman Squat to Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate
Holman Burpee to Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate
Holman Slow Weighted Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate
Holman Slow Weighted Plie Squat,Strength,Quadriceps,Dumbbell,Intermediate
Holman Weighted Lunge Jump with Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate
Holman Left Reverse Lunge Chest Press to Left Knee-Up Chest Press,Strength,Quadriceps,Dumbbell,Intermediate
Holman Weighted Lunge Jump with Chest Press,Strength,Quadriceps,Dumbbell,Intermediate
Holman Weighted Half Jack to Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate
Holman Weighted Half Jack to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate
Holman 180 Jump to Renegade Side Raise,Strength,Quadriceps,Dumbbell,Intermediate
Holman Right Reverse Lunge Biceps Curl to Right Knee-Up Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate
Holman Roll-Back to Squat Thrust to Renegade Row,Strength,Quadriceps,Dumbbell,Intermediate
Holman Roll-Back to Squat Thrust to Renegade Triceps Press,Strength,Quadriceps,Dumbbell,Intermediate
Holman Weighted Narrow Squat Jump,Strength,Quadriceps,Dumbbell,Intermediate
Holman Diagonal Deadlift,Strength,Quadriceps,Dumbbell,Intermediate
Holman Weighted Burpee to Triceps Press,Strength,Quadriceps,Dumbbell,Intermediate
Holman Squat Thrust Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate
Holman Weighted Burpee to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate
Holman Squat to Right-Arm Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate
Holman Right Lunge Jump with Right Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate
Holman Left Lunge Jump with Left Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate
Holman Heavy Hip Drive,Strength,Quadriceps,Dumbbell,Intermediate
Holman Squat to Left-Arm Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate
Holman Weighted Lunge Jump to Floor Lunge Jump,Strength,Quadriceps,Dumbbell,Intermediate
Holman Alternating Weighted Lunge Jump to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate
Holman Weighted Burpee to Overhead Alternating Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate
Holman Weighted 180 Jump to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate
Holman Alternating Side Squat Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate
Holman Right Lunge with Right Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate
Holman Left Lunge with Left Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate
Holman Squat Thrust to Alternating Front Raise,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell racked reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate
Total Fitness Dumbbell Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate
Single-arm dumbbell snatch-,Strength,Quadriceps,Dumbbell,Intermediate
Total Fitness Dumbbell Step-Up,Strength,Quadriceps,Dumbbell,Intermediate
Single-arm dumbbell front squat,Strength,Quadriceps,Dumbbell,Intermediate
King Maker Weighted Jump Squat,Strength,Quadriceps,Dumbbell,Intermediate
3D dumbbell lunge,Strength,Quadriceps,Dumbbell,Intermediate
MetaBurn Dumbbell Burpee,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell jump squat with rotation,Strength,Quadriceps,Dumbbell,Intermediate
MetaBurn Dumbbell Wide Squat to Rack,Strength,Quadriceps,Dumbbell,Intermediate
MetaBurn Reverse Lunge To High Pull,Strength,Quadriceps,Dumbbell,Intermediate
MetaBurn Reverse Lunge With Overhead Raise,Strength,Quadriceps,Dumbbell,Intermediate
MetaBurn Squat to Triceps Extension,Strength,Quadriceps,Dumbbell,Intermediate
30 Legs Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate
30 Legs Dumbbell Squat,Strength,Quadriceps,Dumbbell,Intermediate
Dumbbell step-down reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate
Tire flip,Strongman,Quadriceps,Other,Intermediate
Single Leg Push-off,Plyometrics,Quadriceps,Other,Beginner
Bear crawl sled drag,Strongman,Quadriceps,Other,Intermediate
Bicycling,Cardio,Quadriceps,Other,Intermediate
Hex-bar deadlift,Strength,Quadriceps,Other,Intermediate
Skating,Cardio,Quadriceps,Other,Beginner
Weighted sissy squat,Strength,Quadriceps,Other,Intermediate
Dumbbell step-up,Strength,Quadriceps,Dumbbell,Intermediate
Yoke Walk,Strongman,Quadriceps,Other,Beginner
Front Cone Hops (or hurdle hops),Plyometrics,Quadriceps,Other,Beginner
Weighted Squat,Strength,Quadriceps,Other,Beginner
Bench skip,Plyometrics,Quadriceps,Other,Intermediate
Backward Drag,Strongman,Quadriceps,Other,Beginner
Sled Push,Strongman,Quadriceps,Other,Intermediate
Barbell squat with plate slide,Strength,Quadriceps,Other,Intermediate
Suspended split squat,Strength,Quadriceps,Other,Intermediate
Intermediate Hip Flexor and Quad Stretch,Stretching,Quadriceps,Other,Beginner
Sled Drag - Harness,Strongman,Quadriceps,Other,Intermediate
Burpee over barbell,Plyometrics,Quadriceps,Other,Intermediate
Dumbbell walking lunge-,Strength,Quadriceps,Other,Intermediate
Single-Leg Box Jump,Plyometrics,Quadriceps,Other,Beginner
Conan's Wheel,Strongman,Quadriceps,Other,Beginner
Single-Leg Hop Progression,Plyometrics,Quadriceps,Other,Beginner
Rickshaw Deadlift,Strongman,Quadriceps,Other,Beginner
Single-cone sprint drill,Plyometrics,Quadriceps,Other,Intermediate
Single-Leg Stride Jump,Plyometrics,Quadriceps,Other,Beginner
Trap Bar Jump,Plyometrics,Quadriceps,Other,Beginner
Single-Leg Lateral Hop,Plyometrics,Quadriceps,Other,Beginner
Burpee Box-Jumps,Plyometrics,Quadriceps,Other,Intermediate
Sandbag Load,Strongman,Quadriceps,Other,Beginner
Single-leg knee-tap squat,Strength,Quadriceps,Other,Intermediate
Car Deadlift,Strongman,Quadriceps,Other,Beginner
Barbell Squat To A Box,Strength,Quadriceps,Other,Beginner
Double Under,Cardio,Quadriceps,Other,Beginner
Plate push,Cardio,Quadriceps,Other,Intermediate
Hybrid deadlift,Strength,Quadriceps,Other,Intermediate
Boss Everline Suspension Side Run,Strength,Quadriceps,Other,Intermediate
Boss Everline Lunge Sled Push,Strength,Quadriceps,Other,Intermediate
Squat Bottom Position Hold,Strength,Quadriceps,Other,Intermediate
TRX Squat Jump,Strength,Quadriceps,Other,Intermediate
Landmine squat,Strength,Quadriceps,Other,Intermediate
Dumbbell Bulgarian split squat,Strength,Quadriceps,Other,Intermediate
Holman Towel Alternating Prisoner Reverse Lunge,Strength,Quadriceps,Other,Intermediate
Holman Weighted Burpee to Belly Touch,Strength,Quadriceps,Other,Intermediate
Holman Weighted Burpee to Front Punch,Strength,Quadriceps,Other,Intermediate
Holman Weighted Low Squat Punch,Strength,Quadriceps,Other,Intermediate
Holman Weighted Hook Punch to Squat Thrust,Strength,Quadriceps,Other,Intermediate
Holman Towel Alternating Side Lunge Squat,Strength,Quadriceps,Other,Intermediate
Holman Weighted Burpee to Renegade Side Punch,Strength,Quadriceps,Other,Intermediate
Holman Weighted Reverse Lunge to Knee-Up Overhead Press,Strength,Quadriceps,Other,Intermediate
Holman Lunge Jump with Overhead Press,Strength,Quadriceps,Other,Intermediate
Holman Weighted Burpee to Belly Touch to Standing T,Strength,Quadriceps,Other,Intermediate
Holman Weighted Squat Jump,Strength,Quadriceps,Other,Intermediate
Holman Weighted Plie Squat,Strength,Quadriceps,Other,Intermediate
Holman Heels-Elevated Sissy Squat,Strength,Quadriceps,Other,Intermediate
Holman Squat Jump to Overhead Press,Strength,Quadriceps,Other,Intermediate
Holman 180 Jump to Overhead Press,Strength,Quadriceps,Other,Intermediate
Holman Weighted Burpee to Row,Strength,Quadriceps,Other,Intermediate
Holman Weighted Burpee to 180 Jump,Strength,Quadriceps,Other,Intermediate
Holman Weighted 180 Jump,Strength,Quadriceps,Other,Intermediate
Holman Weighted Narrow-Mid-Wide Hop,Strength,Quadriceps,Other,Intermediate
Holman Alternating Weighted Diagonal Burpee,Strength,Quadriceps,Other,Intermediate
Holman Towel Burpee to Push-Up,Strength,Quadriceps,Other,Intermediate
Holman Towel Right Side Squat,Strength,Quadriceps,Other,Intermediate
ACFT Sprint-drag-carry,Strength,Quadriceps,Other,Intermediate
Cable Hip Adduction,Strength,Quadriceps,Cable,Beginner
Cable Deadlifts,Strength,Quadriceps,Cable,Beginner
KV Cable Squat,Strength,Quadriceps,Cable,Intermediate
Single-Leg Press,Strength,Quadriceps,Machine,Intermediate
Stair climber,Cardio,Quadriceps,Machine,Intermediate
Leg Press,Strength,Quadriceps,Machine,Intermediate
Elliptical trainer,Cardio,Quadriceps,Machine,Intermediate
Narrow-stance leg press,Strength,Quadriceps,Machine,Intermediate
Narrow Stance Hack Squats,Strength,Quadriceps,Machine,Beginner
Stairmaster,Cardio,Quadriceps,Machine,Intermediate
Machine Squat,Strength,Quadriceps,Machine,Intermediate
Smith machine back squat,Strength,Quadriceps,Machine,Intermediate
Leg Extensions,Strength,Quadriceps,Machine,Intermediate
Treadmill running,Cardio,Quadriceps,Machine,Intermediate
Stationary bike,Cardio,Quadriceps,Machine,Intermediate
Treadmill jogging,Cardio,Quadriceps,Machine,Intermediate
Recumbent Bike,Cardio,Quadriceps,Machine,Beginner
Smith machine leg press,Strength,Quadriceps,Machine,Intermediate
Lying Machine Squat,Strength,Quadriceps,Machine,Intermediate
Seated Leg Press,Strength,Quadriceps,Machine,Intermediate
Smith machine pistol squat,Strength,Quadriceps,Machine,Intermediate
Leverage Deadlift,Strength,Quadriceps,Machine,Beginner
Leg press-,Strength,Quadriceps,Machine,Intermediate
TBS Hack Squat,Strength,Quadriceps,Machine,Intermediate
Leg Extensions - Gethin Variation,Strength,Quadriceps,Machine,Intermediate
Seated leg press-,Strength,Quadriceps,Machine,Intermediate
Smith machine front squat,Strength,Quadriceps,Machine,Intermediate
Machine Deadlift - Gethin Variation,Strength,Quadriceps,Machine,Intermediate
Single-leg hack squat,Strength,Quadriceps,Machine,Intermediate
Narrow-stance hack squat,Strength,Quadriceps,Machine,Intermediate
Alternating Single-Leg Curl - Gethin Variation,Strength,Quadriceps,Machine,Intermediate
Stiff-Legged Deadlift - Gethin Variation,Strength,Quadriceps,Machine,Intermediate
Single-Leg Press - Gethin Variation,Strength,Quadriceps,Machine,Intermediate
Hack squat-,Strength,Quadriceps,Machine,Intermediate
Smith machine lunge squat,Strength,Quadriceps,Machine,Intermediate
Hack Squat - Gethin Variation,Strength,Quadriceps,Machine,Expert
Leg Press - Gethin Variation,Strength,Quadriceps,Machine,Intermediate
AM Leg Press,Strength,Quadriceps,Machine,Intermediate
Leg extension,Strength,Quadriceps,Machine,Intermediate
UP Quad Extension,Strength,Quadriceps,Machine,Intermediate
UP Single-Leg Press,Strength,Quadriceps,Machine,Intermediate
UP Leg Press,Strength,Quadriceps,Machine,Intermediate
Pop Squat On Leg Press,Strength,Quadriceps,Machine,Intermediate
King Maker Leg Press,Strength,Quadriceps,Machine,Intermediate
Single-leg leg press,Strength,Quadriceps,Machine,Intermediate
King Maker Hack Squat,Strength,Quadriceps,Machine,Intermediate
30 Legs Feet-High Leg Press,Strength,Quadriceps,Machine,Intermediate
30 Legs Leg Press,Strength,Quadriceps,Machine,Intermediate
30 Legs Leg Press Calf Raise,Strength,Quadriceps,Machine,Intermediate
30 Legs Lying Leg Curl,Strength,Quadriceps,Machine,Intermediate
30 Legs Machine Hack Squat,Strength,Quadriceps,Machine,Intermediate
30 Legs Single-Leg Leg Extension,Strength,Quadriceps,Machine,Intermediate
30 Legs Single-Leg Leg Press,Strength,Quadriceps,Machine,Intermediate
30 Legs Single-Leg Lying Leg Curl,Strength,Quadriceps,Machine,Intermediate
30 Legs Smith Machine Split Squat,Strength,Quadriceps,Machine,Intermediate
30 Legs Smith Machine Squat,Strength,Quadriceps,Machine,Intermediate
Jumping rope,Cardio,Quadriceps,Body Only,Intermediate
Forward lunge,Strength,Quadriceps,Body Only,Intermediate
Side-to-side box skip,Plyometrics,Quadriceps,Body Only,Intermediate
Bodyweight squat,Strength,Quadriceps,Body Only,Intermediate
Broad jump,Plyometrics,Quadriceps,Body Only,Intermediate
Burpee,Cardio,Quadriceps,Body Only,Intermediate
Trail Running/Walking,Cardio,Quadriceps,Body Only,Intermediate
Scissors Jump,Plyometrics,Quadriceps,Body Only,Expert
Jumping jack-,Plyometrics,Quadriceps,Body Only,Intermediate
Arms-crossed jump squat,Strength,Quadriceps,Body Only,Intermediate
Bodyweight Reverse Lunge,Strength,Quadriceps,Body Only,Intermediate
Alien Squat,Plyometrics,Quadriceps,Body Only,Beginner
Treadmill walking,Cardio,Quadriceps,Body Only,Intermediate
Rocket Jump,Plyometrics,Quadriceps,Body Only,Beginner
Depth jump box jump,Plyometrics,Quadriceps,Body Only,Intermediate
Bodyweight Walking Lunge,Strength,Quadriceps,Body Only,Intermediate
Walking High Knees,Cardio,Quadriceps,Body Only,Intermediate
Lateral lunge,Strength,Quadriceps,Body Only,Intermediate
Jump Squat,Plyometrics,Quadriceps,Body Only,Intermediate
Over bench jump,Plyometrics,Quadriceps,Body Only,Intermediate
Split Jump,Plyometrics,Quadriceps,Body Only,Intermediate
90-degree jump squat,Plyometrics,Quadriceps,Body Only,Intermediate
Skip,Plyometrics,Quadriceps,Body Only,Intermediate
Kneeling hip flexor stretch,Stretching,Quadriceps,Body Only,Intermediate
Iron Crosses (stretch),Stretching,Quadriceps,Body Only,Intermediate
All Fours Quad Stretch,Stretching,Quadriceps,Body Only,Beginner
Lying quad stretch with band,Stretching,Quadriceps,Body Only,Intermediate
One Half Locust,Stretching,Quadriceps,Body Only,Intermediate
Standing Hip Flexors,Stretching,Quadriceps,Body Only,Intermediate
Looking At Ceiling,Stretching,Quadriceps,Body Only,Intermediate
Rear Leg Raises,Stretching,Quadriceps,Body Only,Beginner
On Your Side Quad Stretch,Stretching,Quadriceps,Body Only,Intermediate
